facility_id,report_month,rule_id,description,observed
RIV011,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=965, expected=891.0"
AKS013,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=544, expected=573.0"
BEN012,2022-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=479, expected=459.0"
LAG009,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2638, expected=2870.0"
NAS009,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=481, expected=482.0"
BEN009,2023-03-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=460, expected=435.0"
CRS011,2024-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=505, expected=484.0"
CRS012,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=768, expected=770.0"
NAS015,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3107, expected=3348.0"
CRS005,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4097, expected=4535.0"
AKS006,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=342, expected=430.0"
NAS004,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=529, expected=432.0"
NAS015,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3189, expected=3128.0"
FCT006,2023-12-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2166, expected=2189.0"
NAS002,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=303, expected=316.0"
BEN003,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2458, expected=2395.0"
BEN002,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4554, expected=4311.0"
BEN012,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=453, expected=476.0"
LAG009,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2883, expected=2634.0"
AKS007,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6576, expected=6201.0"
NAS005,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=601, expected=720.0"
RIV001,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=789, expected=879.0"
LAG005,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1795, expected=1763.0"
AKS012,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1041, expected=534.0"
CRS007,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=299, expected=298.0"
BEN001,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1779, expected=1645.0"
AKS008,2022-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=83, expected=85.0"
AKS009,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=233, expected=225.0"
CRS015,2022-02-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=631, expected=522.0"
KAD001,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=790, expected=804.0"
CRS010,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=401, expected=330.0"
TMP001,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=483, expected=868.0"
KAD005,2022-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=278, expected=267.0"
CRS012,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=774, expected=767.0"
RIV005,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1297, expected=1484.0"
LAG002,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5826, expected=6103.0"
LAG008,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=737, expected=720.0"
BEN008,2023-05-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6172, expected=6268.0"
NAS003,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1419, expected=1483.0"
AKS013,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=596, expected=547.0"
LAG003,2024-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6983, expected=6980.0"
KAD014,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2665, expected=2857.0"
RIV012,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=978, expected=1015.0"
LAG004,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=605, expected=611.0"
RIV004,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=873, expected=848.0"
LAG007,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4550, expected=477.0"
LAG002,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5827, expected=5871.0"
NAS014,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4919, expected=4758.0"
AKS012,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=818, expected=1072.0"
BEN011,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=373, expected=301.0"
KAD009,2024-05-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=928, expected=965.0"
CRS004,2024-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=453, expected=469.0"
KAD013,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1638, expected=2157.0"
RIV005,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1419, expected=1295.0"
KAD012,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=647, expected=642.0"
NAS001,2022-11-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=469, expected=405.0"
LAG009,2023-03-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2558, expected=2844.0"
BEN006,2024-02-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=343, expected=302.0"
AKS003,2024-07-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=453, expected=170.0"
LAG099,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=385, expected=647.0"
BEN014,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=870, expected=834.0"
BEN010,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=734, expected=699.0"
RIV012,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=896, expected=985.0"
FCT012,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2921, expected=2798.0"
CRS001,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=663, expected=664.0"
FCT009,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=494, expected=450.0"
KAD015,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1646, expected=1735.0"
NAS999,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2531, expected=985.0"
FCT009,2023-01-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=444, expected=498.0"
LAG011,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1701, expected=1579.0"
RIV015,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2322, expected=2353.0"
LAG005,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1710, expected=1809.0"
NAS004,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=457, expected=527.0"
FCT008,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4727, expected=4695.0"
RIV008,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4136, expected=4122.0"
CRS011,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=454, expected=505.0"
AKS011,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=330, expected=300.0"
CRS011,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=496, expected=452.0"
CRS008,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2141, expected=2145.0"
CRS006,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1237, expected=1334.0"
LAG002,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5538, expected=5827.0"
RIV010,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3396, expected=3370.0"
XXX999,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=872, expected=970.0"
CRS007,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=311, expected=294.0"
RIV001,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=997, expected=782.0"
FCT009,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=474, expected=453.0"
LAG001,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=279, expected=232.0"
NAS005,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=801, expected=607.0"
BEN012,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=459, expected=454.0"
NAS002,2023-08-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=305, expected=303.0"
RIV006,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2761, expected=2512.0"
FCT010,2023-03-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=346, expected=391.0"
RIV010,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3389, expected=3387.0"
RIV006,2024-09-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2904, expected=2792.0"
CRS010,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=402, expected=398.0"
FCT002,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=587, expected=563.0"
NAS007,2024-10-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1986, expected=2395.0"
NAS005,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=596, expected=818.0"
RIV006,2022-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2471, expected=2929.0"
BEN011,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=389, expected=378.0"
NAS011,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2716, expected=2563.0"
BEN013,2024-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=819, expected=767.0"
BEN012,2024-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=454, expected=458.0"
BEN001,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1739, expected=1762.0"
CRS002,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=187, expected=196.0"
AKS010,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1618, expected=1822.0"
BEN010,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=748, expected=732.0"
NAS010,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5117, expected=4799.0"
NAS010,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5578, expected=5164.0"
RIV002,2022-03-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4907, expected=4939.0"
NAS005,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=247, expected=627.0"
NAS008,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=968, expected=726.0"
LAG009,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2379, expected=2514.0"
NAS009,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=470, expected=485.0"
LAG004,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=617, expected=605.0"
NAS002,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=318, expected=306.0"
KAD002,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4261, expected=4280.0"
LAG010,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=953, expected=998.0"
FCT013,2022-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1413, expected=1393.0"
RIV002,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4260, expected=4903.0"
AKS001,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=321, expected=311.0"
RIV004,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=856, expected=868.0"
FCT013,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1371, expected=1391.0"
BEN011,2023-10-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=356, expected=396.0"
AKS005,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=985, expected=928.0"
CRS012,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=773, expected=768.0"
AKS010,2022-08-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1781, expected=1611.0"
AKS010,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1669, expected=1767.0"
LAG010,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=949, expected=962.0"
BEN001,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2020, expected=1715.0"
AKS014,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=603, expected=621.0"
RIV006,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2423, expected=2487.0"
NAS003,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1461, expected=1402.0"
RIV013,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2287, expected=2088.0"
BEN006,2023-03-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=330, expected=340.0"
CRS015,2022-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=623, expected=627.0"
CRS009,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=891, expected=811.0"
CRS001,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=660, expected=661.0"
FCT005,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=553, expected=552.0"
CRS013,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=930, expected=728.0"
